login_hour,failed_attempts,new_device,ip_changed,geo_distance_km,session_duration,label
13,0,0,0,4.137320325902252,27.9086910536681,normal
18,4,0,1,30.181154516413358,46.52848463784907,normal
12,1,0,0,33.946700691935376,29.06442367474836,normal
9,1,0,0,30.00022822163797,31.71739612829345,normal
14,1,0,0,9.412135241597277,28.23297736945537,normal
18,1,0,0,25.89807549432701,44.160470714235196,normal
14,1,0,0,12.670754290978055,25.617153688336067,normal
15,1,0,0,11.26493898864726,31.30673032237063,normal
15,1,0,0,30.227507113550306,39.06019394697426,normal
12,0,0,0,25.48615268608144,29.219730691627742,normal
13,3,0,0,20.01023782489451,36.369136873097474,normal
16,1,0,0,35.84973384104365,38.208466249197194,normal
17,2,0,0,20.572710479276285,36.28859864624034,normal
15,1,0,1,13.304374465573318,33.70162406757168,normal
12,0,0,0,18.977171024145314,34.84776063588157,normal
14,2,0,0,31.182748738243507,32.60495324834482,normal
12,1,0,1,19.020788527116864,26.534166022374333,normal
12,1,1,0,15.013675989788917,32.27689516226129,normal
16,2,0,0,17.87501258808768,29.199254255516127,normal
18,3,0,0,6.480354228086426,30.034945181159515,normal
13,0,0,0,21.802617291084164,24.80423837700692,normal
17,1,0,0,0.0,39.36548174000917,normal
21,2,0,0,7.228586565260306,26.234153935109408,normal
13,1,0,0,5.542664203233073,37.96536207718596,normal
19,1,0,0,29.793561433689028,37.39481911347711,normal
12,0,0,0,24.866254325990155,26.881141311969042,normal
14,1,0,0,24.231658790796196,23.622989620242475,normal
12,1,0,0,26.684378009735497,24.46916088860279,normal
8,1,0,0,30.628004228745276,31.623838534443784,normal
14,0,0,0,32.75966324161345,18.98574497090084,normal
17,3,0,0,9.198567025632096,22.063217936977132,normal
14,0,0,0,14.055442751857889,20.588486827265548,normal
16,1,0,0,32.33179801197842,25.38971511668296,normal
19,2,0,0,31.15256903037629,20.872157183931648,normal
16,0,0,0,28.39599180189432,39.161823942786484,normal
12,0,1,0,26.75943006582485,35.91668754703841,normal
23,2,0,1,16.393218518455807,31.35715177739912,normal
11,2,0,0,24.389148130032037,28.365902381580053,normal
6,0,0,0,12.695900493863927,20.5068846884948,normal
13,1,0,0,22.681669941942992,35.89926266908119,normal
13,1,0,0,21.240421575403595,38.81753481824242,normal
7,0,0,0,13.529476555587987,21.230927781194985,normal
10,2,0,0,20.26735533201467,31.267950139054086,normal
10,1,0,0,28.710767233423077,19.89367353034667,normal
16,1,0,0,17.454313833321013,35.571471226449226,normal
16,0,0,0,37.23428863282274,33.09418341934729,normal
10,0,0,0,12.611200441953498,32.74968266146118,normal
17,2,0,0,22.327392932039775,35.17225121628931,normal
11,0,0,0,5.6522435927341625,33.34966993621427,normal
6,0,0,0,1.3614724506162368,37.62158639851488,normal
8,1,0,0,18.933214392387274,39.77362052784787,normal
13,0,0,1,33.59100429472809,22.31885574134535,normal
12,2,0,0,18.120443227227746,23.7874769944373,normal
11,2,0,0,0.0,14.533843581794173,normal
13,0,0,0,8.481705003325356,23.1757036213989,normal
13,1,0,0,30.754929702277686,26.770960525806494,normal
13,1,0,0,35.76040475596881,29.993597576605502,normal
14,2,0,1,16.67114336078638,34.462226535748314,normal
7,1,0,0,17.13221018112644,25.933081836036642,normal
8,3,0,0,0.0,56.3704865945317,normal
13,0,0,0,17.51914022768372,28.558427321316366,normal
19,1,0,0,32.202755216122,44.364494738116605,normal
13,1,0,0,7.240697455850347,18.24347056076317,normal
11,1,0,0,14.498850530506973,38.67410634451214,normal
14,0,0,0,14.420730104862022,11.588831831414904,normal
11,1,1,0,27.860052514000515,23.873026490247685,normal
17,1,0,0,33.92612919672911,54.017818736426264,normal
13,0,0,0,21.69035764290491,31.955493713177443,normal
18,0,0,0,5.739894032539043,37.1484461528675,normal
14,2,0,0,23.563401796361315,26.646251715985528,normal
6,2,0,0,2.5859099296917982,31.750988674722507,normal
17,1,0,0,15.825735306004866,21.072017367071183,normal
16,1,0,0,33.058730798688714,28.600767851659704,normal
20,1,0,0,16.618986540936334,26.839701109942368,normal
11,0,0,0,30.09326994629202,24.402183874866477,normal
13,1,0,0,31.849787300825156,26.271811435938382,normal
12,0,0,0,30.118802227728345,34.890897849430424,normal
16,0,0,0,18.27781277226962,18.77227182671657,normal
17,2,0,0,2.78862946527957,33.338029754905385,normal
14,0,0,0,43.575741957031994,26.246141060022445,normal
23,0,1,0,18.432979968735278,30.701983056221977,normal
10,1,0,1,34.93646787950561,48.07629108680203,normal
14,1,0,0,21.871110229572004,40.22977599295977,normal
11,1,0,0,3.8497269227856385,33.14297977080891,normal
12,5,0,0,28.527171834716007,28.084699049357592,normal
17,0,0,0,0.0,27.290423712266026,normal
12,1,0,0,0.2275063777749189,11.855963723641022,normal
15,1,0,0,24.348262801071265,24.768007586619824,normal
9,1,0,0,7.529462494336087,36.77023740814587,normal
12,3,0,0,20.408106458088124,37.25315674681669,normal
9,3,0,0,8.42579173474952,32.34254282068435,normal
12,2,0,0,26.03085958936119,19.657145679281527,normal
14,0,0,0,26.718232628385525,21.252507960449822,normal
11,1,0,0,28.70619542673458,40.52507096547132,normal
10,2,0,1,19.78544113190888,30.622041042611254,normal
15,1,0,0,20.7643944705569,28.466646943571483,normal
16,1,0,0,16.752973619450515,44.59008761868182,normal
10,1,0,0,24.82903974456657,22.358440214841952,normal
18,0,0,1,28.181994948957648,39.99289259969458,normal
16,1,0,0,4.501589458840439,34.43627008913599,normal
8,0,0,1,5.07735033907306,40.27501153150335,normal
9,0,0,0,12.887199180617731,30.960438721095887,normal
18,1,0,0,15.655418351155886,29.758518257580853,normal
16,0,0,0,8.450694173788653,37.3900174357271,normal
16,0,0,0,24.360351152573326,37.09428777595792,normal
12,1,0,0,18.90556865802168,12.307467286580852,normal
12,2,0,0,23.622111173640516,18.735938391940977,normal
13,0,0,1,34.491046022692856,21.89306024302347,normal
11,0,0,0,16.00452451775802,21.576879001961984,normal
15,0,0,0,16.043179128980903,34.587865535866555,normal
9,3,0,0,16.06397349140611,18.141414095120226,normal
15,3,0,0,34.42376883068008,34.12323201501342,normal
15,3,0,0,4.156626454539648,25.12164865628322,normal
11,1,0,0,16.46684914947344,44.85303606215938,normal
16,1,0,0,0.054205792831737654,39.30868965968697,normal
13,0,0,0,9.169880227987994,40.20670981972691,normal
17,2,0,1,8.793565745731593,23.15834848795499,normal
10,1,0,0,16.687769684248273,34.77677959024825,normal
12,0,0,0,14.662344923550872,27.578999357602537,normal
19,1,1,0,21.33644135295614,38.17681626285679,normal
16,0,0,0,20.465570491812418,33.861537477179226,normal
18,0,0,0,13.280364819808177,36.99942355124199,normal
21,0,0,0,9.494455766426203,36.236672224310695,normal
12,1,0,1,0.0,43.70228952338372,normal
12,2,0,0,28.418468902949947,29.38927699437178,normal
10,1,0,0,18.801275522742014,27.331034273251618,normal
4,1,0,0,23.303927167835447,42.635154005420084,normal
22,5,0,1,19.07750619575353,28.501679928585904,normal
12,1,0,0,12.756405511279247,32.91495543320404,normal
16,0,0,0,12.41422100225229,33.42744563358845,normal
18,0,0,0,20.335134704392036,22.312667067656506,normal
13,1,0,0,16.59035352209953,35.37675404039233,normal
18,0,0,0,1.4850728088464074,36.45302395823685,normal
14,3,1,0,0.0,18.684710136315232,normal
22,0,0,0,26.710974066101436,12.06942183155057,normal
14,1,0,0,9.271313391824915,31.765361285104174,normal
17,0,0,0,20.894420788973882,26.307132296491535,normal
15,1,0,0,27.13533986491649,34.86358864167793,normal
8,2,0,0,37.67641151515417,37.20858822779051,normal
3,0,0,0,16.30441712425531,18.193359040966207,normal
14,2,0,0,13.114452479888394,44.15979415088081,normal
23,0,0,0,32.88480097205105,19.603968425345574,normal
16,1,1,0,14.350229846911915,42.07020199201989,normal
10,1,0,0,19.12986941281156,36.813460686559516,normal
16,2,0,0,32.66982491883919,29.181289418048674,normal
14,0,0,0,0.8796742912145419,34.22174651900585,normal
12,2,1,0,21.41108739781828,9.921828477174365,normal
17,2,0,0,25.43181097649537,38.707289182080096,normal
15,0,0,0,16.592986131647287,31.68717956943741,normal
6,1,0,0,23.667023148138178,46.91270262851324,normal
13,0,0,0,0.0,22.79891432610068,normal
13,2,0,0,17.06673849890762,40.29482563693257,normal
11,2,0,0,5.491974679737568,49.095145395574576,normal
16,0,0,0,37.91354203106823,15.652237511551158,normal
12,2,0,0,22.85172571613506,40.55983909224024,normal
12,1,0,0,6.8552324322605855,30.90221135960397,normal
20,1,0,0,12.583576159120852,35.15564132546409,normal
12,0,0,0,21.89673983928989,21.85107146786158,normal
22,1,0,1,41.67570069682574,36.35603430641648,normal
15,1,0,0,22.262456378330455,41.86630122519792,normal
19,0,0,0,25.047325065682497,19.15010588153744,normal
17,1,0,0,5.494282597579801,14.237216473912126,normal
10,1,0,1,31.64464567773414,29.873390376196006,normal
14,1,0,0,20.542036730631015,30.607405438533174,normal
13,4,1,0,25.069446369106558,15.914866555316504,normal
16,0,0,0,23.204843079155115,35.78915575364766,normal
11,1,0,0,0.0,21.566100783975543,normal
14,2,0,0,18.873336650890803,40.9720574189995,normal
7,2,0,0,19.81658773534836,28.921954042886938,normal
16,2,0,0,32.47029797757986,29.151552411365017,normal
14,1,0,0,22.696393629299525,34.85045276465202,normal
11,0,0,0,8.221770447288513,34.126086534668254,normal
11,0,0,0,5.972063691750391,32.93114799409004,normal
15,0,0,0,31.90261420161424,39.894658909969955,normal
15,1,1,1,15.81373969444473,30.12780349893006,normal
9,2,0,1,16.92960797004861,39.75836405125574,normal
16,0,0,0,21.282523251395286,34.994927026632574,normal
16,1,0,0,12.977962256372198,34.82198618945875,normal
15,0,0,0,29.889826653753982,30.15393560850004,normal
11,0,0,0,3.4908720174270265,34.90581439752518,normal
11,0,0,0,13.024110096627464,28.92645416932987,normal
20,0,0,0,26.154787186154568,28.17337032222581,normal
16,2,0,0,23.8655488638557,19.68454012462512,normal
12,0,0,0,41.692230264672006,21.733647164205507,normal
13,1,0,0,33.60553819842623,33.928943542099105,normal
10,0,0,0,12.49916963380064,27.889547847543813,normal
18,0,0,0,29.887612850125475,16.272112011410645,normal
10,2,0,0,14.707546922397395,22.496112465444202,normal
15,2,0,0,34.087105308514445,35.22920631145738,normal
17,0,0,0,21.589716629144792,25.046080352049277,normal
5,3,0,0,13.114943831426407,29.54369380877396,normal
19,2,0,0,21.23293211224072,27.56302850588911,normal
11,0,0,0,35.39471802271718,20.857275655783162,normal
13,2,0,0,18.349296732584744,16.60313732243857,normal
13,0,0,0,28.11634898660144,28.715646172270095,normal
10,4,0,0,26.644262372747058,32.58926436688839,normal
12,2,0,0,17.874511658677513,34.22918032384005,normal
13,0,0,0,9.409981376579193,27.13128628968442,normal
10,0,0,0,5.05274687794766,26.855459617084747,normal
20,2,0,0,31.582140805493474,27.6773809479352,normal
20,1,0,0,19.238838856952203,44.273549976564794,normal
12,0,0,0,11.303790553137116,26.716644099925944,normal
15,2,1,1,29.577703350670138,37.15919398721217,normal
4,0,0,0,10.09726385684784,17.559855972672274,normal
23,1,0,0,0.0,30.308663435932942,normal
20,0,0,0,19.593474190437608,17.70176645278727,normal
12,2,0,0,15.917269184681718,29.121894078939835,normal
13,2,0,0,19.407114898541913,32.605104168131426,normal
10,0,0,0,27.054403881248664,34.76054131138815,normal
10,0,0,0,28.59016634540184,39.48996383208174,normal
14,2,0,0,0.0,20.79157903744281,normal
10,1,0,0,24.25125044832402,37.143719459234696,normal
12,0,0,0,3.346618984782367,21.85543234403091,normal
10,4,0,0,24.774668278740954,36.400032607382414,normal
14,0,0,0,19.458996530079745,26.117413147512575,normal
15,2,0,0,20.274844449354678,37.30521482249219,normal
13,0,0,0,13.921322247392913,12.045189810788742,normal
11,1,0,0,23.506690761187055,24.289791150790197,normal
18,0,0,0,16.9084837079704,19.16755065375589,normal
17,1,0,0,2.2792402617847394,26.157081704824034,normal
14,1,0,0,28.864480481718516,27.76588333425406,normal
13,1,1,0,0.0,42.28987753967002,normal
11,0,0,0,30.45071154624294,16.636869821809263,normal
13,0,0,0,21.869571388984276,31.920711502640813,normal
11,1,0,0,34.935323005836096,39.9463244930466,normal
17,0,0,0,23.54745491226314,30.74807513630885,normal
12,2,0,0,18.37003178117735,33.58903739991299,normal
16,2,0,1,36.47400733802654,37.72418742061615,normal
11,1,0,0,22.47727192527615,39.31631761816279,normal
18,1,0,0,38.371448953215086,24.038950677735237,normal
13,1,0,0,31.479688542469045,33.29076634435497,normal
19,1,0,0,22.804948546686457,33.08506743271695,normal
15,0,1,0,26.187546575634727,31.150328313816264,normal
10,1,0,1,25.437194432857837,27.001900040393476,normal
19,2,0,0,41.39178826737617,45.68595256501078,normal
17,1,0,0,0.8410981205302157,18.671996635797385,normal
14,1,0,0,9.497186516486112,26.240360846413825,normal
15,1,0,0,28.323677591000127,28.762740239993107,normal
15,3,0,0,23.334581604994018,16.434887464248327,normal
18,0,1,0,14.525662052963854,36.84516053738775,normal
12,0,0,0,23.105194205705622,37.092804922786115,normal
15,1,0,0,12.83270057064858,39.12209454328932,normal
16,0,0,0,1.8444003017233328,20.741223242910255,normal
3,1,0,0,26.926189351040833,29.023893912286244,normal
12,2,0,0,8.54300939820076,30.970496745626548,normal
7,1,0,0,16.91596614787337,33.46111548610437,normal
14,0,0,0,19.605694067814532,22.836234833358823,normal
15,1,0,0,6.4050855148202,41.669485634004126,normal
19,0,0,0,24.779508297219195,17.1646857785331,normal
15,1,0,0,18.15982910328759,34.90600108412635,normal
10,1,0,0,11.170926880205206,28.366347372354046,normal
13,1,0,0,30.359824621261126,23.961480202426806,normal
13,1,0,0,38.320811634216184,27.783175994401805,normal
16,1,0,0,22.47554883486019,17.031551955689665,normal
18,0,0,0,31.41549308645158,27.19204108863213,normal
7,0,0,0,32.72664333833515,29.555751332601957,normal
11,1,0,0,23.152152400428342,32.354778826029076,normal
14,3,0,0,12.634088500456645,22.528161921502512,normal
17,0,0,0,25.04141608494708,34.02828997395457,normal
8,2,0,0,20.876975053230396,33.75329112048929,normal
16,0,0,0,16.390346119180087,32.04147028041649,normal
15,0,0,0,23.636166169347597,38.46416049637729,normal
12,0,0,1,45.16025112464421,30.503725700346845,normal
18,1,0,0,27.811286007086736,32.17461811587977,normal
8,1,0,0,4.05410901469085,16.75624661326527,normal
13,1,0,0,17.397226597979135,31.89121307030473,normal
19,2,1,0,16.74112346414519,27.841207321918162,normal
13,0,0,0,15.49141858420121,34.99025251216183,normal
14,2,0,0,20.196032960462446,50.40588165993205,normal
18,1,0,0,24.00745823502558,15.767180020550548,normal
9,0,0,0,23.45230646009403,44.86321139162333,normal
10,0,0,0,25.329473788458536,18.988637491180576,normal
13,1,0,0,26.32980320778726,31.65620895677446,normal
16,1,0,0,12.934778697719489,34.11197483304209,normal
14,1,0,0,36.65849071079499,29.88339827801767,normal
11,0,0,0,25.282410121863588,21.776774025990342,normal
16,1,0,0,31.82999730804322,22.785514608145462,normal
17,0,0,0,17.43707150284029,2.2701343190003236,normal
16,0,0,1,8.353223273027112,42.946523988964,normal
14,0,0,0,24.71750272394826,34.0483800665724,normal
12,0,0,0,24.78549142628343,38.64808279279378,normal
9,1,0,0,40.543658932438476,20.631117975995867,normal
16,1,0,0,10.968494981379424,28.753385039540277,normal
14,0,0,0,27.824229571971134,37.46240838428885,normal
17,1,0,0,35.459665114992,22.10429062680156,normal
14,3,0,0,22.64428131421109,26.157673335176167,normal
9,2,0,0,9.038413620381366,35.94798852936456,normal
15,3,0,0,8.394996538092352,34.52884162887698,normal
14,1,0,0,10.590560415954627,29.882632738886556,normal
17,4,0,0,20.486627210714772,34.01390719823808,normal
15,0,0,0,18.627691914241204,37.29134116773106,normal
15,1,0,0,21.60480951651285,24.607825724872843,normal
15,0,0,0,27.97324113256031,21.415137002080613,normal
19,0,0,0,16.841021591143782,28.638772069084848,normal
14,2,0,0,22.23402603533747,45.51397442572406,normal
18,0,0,0,27.166361276137355,24.336674144419813,normal
8,1,0,0,33.971478739555906,20.73285443862624,normal
12,1,0,0,30.06305232867104,19.960592218692604,normal
9,1,0,0,14.699547898846554,30.125610662523012,normal
9,1,0,0,12.224645852867013,38.40788913865426,normal
11,0,0,0,32.92079843723733,40.9133377638863,normal
8,0,0,0,23.653430889424566,40.49197852733556,normal
16,1,0,1,20.204421042803904,33.58775108571561,normal
17,0,0,0,39.95172469756544,24.563070659176343,normal
13,2,0,1,26.106870779043923,48.37162390808618,normal
20,1,0,0,11.774691751384097,38.83672285622738,normal
13,2,0,0,22.22816648223345,27.960562314291984,normal
18,1,0,0,23.636661693671627,19.067567565275546,normal
16,1,0,0,28.51672754389414,38.58861358715517,normal
13,0,0,0,4.3101903818428955,18.171202292627754,normal
6,0,0,0,0.0,26.946059295268054,normal
17,2,0,0,0.0,32.669258173546545,normal
15,3,1,0,26.410830131636274,24.426092570211637,normal
18,1,0,0,28.711584550206474,29.108876525693216,normal
20,1,0,1,31.648256325834957,39.02199147564223,normal
23,0,0,0,8.98979726014141,37.43233780237675,normal
19,3,0,0,24.42657395456042,17.474416257310896,normal
10,0,0,0,23.824872033576163,39.668172603307,normal
13,0,0,0,12.060141249211728,18.761685841060903,normal
12,1,0,0,33.24875350528802,18.765395190457916,normal
12,2,0,0,32.77218673856568,37.29937014311246,normal
9,2,1,0,37.83774721888607,36.00623423532762,normal
14,0,0,0,15.641522779864905,45.66536862175651,normal
8,1,0,0,14.510567497757954,24.282866601454046,normal
9,1,0,0,19.778882122035537,38.24728288195426,normal
11,0,0,0,18.366726332994077,28.87408494300753,normal
18,1,0,0,13.141988807359503,54.702087422103126,normal
15,0,0,0,18.220033055844425,31.70086664879421,normal
18,0,0,0,26.979816707007302,28.365288717732,normal
7,0,0,0,15.883982972620178,30.77979205156823,normal
7,3,0,0,29.607500005418594,25.212876515673262,normal
13,0,0,0,22.80093455940193,41.96903699420915,normal
15,0,0,0,0.0,34.18985392755338,normal
13,1,0,0,18.921102868000695,42.24671337892869,normal
18,1,0,0,18.705642494535,25.722172016366287,normal
15,1,0,0,34.902022195942905,25.77316086974742,normal
20,0,0,0,27.213525808333376,26.098114402039652,normal
18,3,0,0,23.063588093356387,25.594047495780075,normal
5,1,0,0,28.781642740380043,18.312751410361106,normal
18,1,0,0,35.09566087034639,22.66521060876816,normal
16,2,0,0,0.0,21.191082506374592,normal
8,0,0,0,41.71756065561989,38.704548442353165,normal
13,1,0,0,3.5188778781016268,16.159477627526417,normal
7,0,0,0,16.80706642969392,29.86827301551837,normal
12,0,0,0,17.568390154563563,22.875914532798728,normal
17,3,0,0,18.43950743390094,25.396178678902785,normal
18,0,0,0,14.353948079235412,27.81685412549247,normal
16,1,0,0,27.594352094272175,22.018642245371783,normal
13,0,0,0,9.481747889346995,15.716469102396367,normal
19,0,0,0,13.473435375353954,38.60888882993588,normal
15,3,0,0,27.229683665649898,18.501392266974584,normal
17,1,0,0,25.720987877381,23.50279658120603,normal
12,2,0,0,19.488926899686838,33.33187956977304,normal
9,2,0,0,20.672897893312946,41.63450713908858,normal
8,3,0,0,23.40552241770832,35.83931634295416,normal
12,1,0,0,21.587123075774798,23.581508874861676,normal
8,0,0,0,23.11888973499603,28.80124538533497,normal
18,1,0,0,26.779173261789982,40.337393607852434,normal
6,1,0,0,23.147477064557524,22.699556918342864,normal
10,1,0,0,10.902637554525544,38.79830178239245,normal
13,0,0,0,21.269204893161646,40.72640345363166,normal
14,2,0,0,36.54962812044508,22.29060567150952,normal
14,0,0,0,24.25310616700515,40.742662793907265,normal
14,1,0,0,29.703409383133046,25.047885429992327,normal
15,1,0,0,26.89194285999807,57.34831288792373,normal
15,0,0,0,10.754660708255628,41.71793786080883,normal
14,0,0,0,17.485856630014815,35.755632865862374,normal
17,0,0,1,8.879830560647594,19.148821436054604,normal
15,0,0,0,28.31037509415045,41.65440489399282,normal
