login_hour,failed_attempts,new_device,ip_changed,geo_distance_km,session_duration
14,1,0,0,24.8888504245245,36.92892989362899
19,0,0,0,16.071771586164484,37.55588152922027
14,0,0,0,20.68451087715083,21.726837415951373
17,1,0,0,19.575389392713134,13.582889311609328
15,2,0,0,21.878163487261073,15.550102033425564
16,1,0,0,32.420150014721706,23.768418856188678
11,2,0,0,19.276811314021273,6.591586171446142
12,1,0,0,15.501702431891797,30.972338991883312
17,2,0,0,23.621471333252156,14.644881575031546
12,2,0,0,23.480509008159334,30.776863957372456
10,1,0,1,24.53134582081127,30.353882452146543
8,2,0,0,27.940912563566926,32.79238724766321
17,1,0,0,18.209232014040147,26.36429973005352
13,1,0,0,13.456903448064649,33.11235464427833
11,0,0,0,-4.759611738673144,45.44961658567181
8,0,1,0,9.938922415370088,32.16020756809281
6,2,0,0,24.1987986880283,20.91138485014425
14,0,0,1,19.81506524138117,32.26527234092054
8,0,0,0,17.16454555371669,41.73169366543243
16,0,0,0,3.2995895049446666,28.230848677014826
11,2,0,0,24.73370624655072,26.87707792875921
17,0,0,0,18.162188697486535,38.34607090790564
11,1,1,0,7.311237122186805,38.71367066242624
9,1,0,1,26.546982787438996,31.429975202379197
13,1,0,0,27.332152732307588,28.785154778865284
13,0,0,0,32.46016672225103,21.96821031030314
16,1,0,0,14.739628979643632,28.612198414920446
17,1,0,1,21.20536559632785,41.4115413074983
16,0,0,0,23.268480629436365,33.73387701898708
12,2,0,0,16.214587684531978,22.387536406810856
18,0,0,0,16.07479626487195,24.204368645332842
14,1,0,1,14.677641504886978,32.05361788283649
12,1,0,0,14.781451571634873,44.28186436702593
13,3,0,0,10.747735580437167,45.694352542015054
12,0,0,0,13.976766036384358,35.12299022253037
12,2,0,0,18.319504940272687,19.92536577772433
16,3,0,0,23.220856683210304,28.027869050697756
17,2,0,0,10.437333197039433,21.01985224510242
15,0,0,0,25.40625270231142,23.043243133334855
7,1,0,0,25.89532318060335,32.91144926704577
17,1,0,0,17.984820915575824,33.89572050656885
15,0,0,0,32.918348301684674,35.03384332740688
14,1,0,0,8.984395029211964,36.791464348020504
10,0,0,0,28.889223721982063,34.389715322183854
13,0,0,0,10.351036972386769,18.88325247112693
12,5,0,0,15.836690626952084,35.84100833377578
20,1,0,1,18.441030948261336,27.350131790735794
21,1,0,0,23.877407386647132,21.669154713209075
16,1,0,0,1.3831515623063524,31.61588000237093
13,1,0,0,7.447112160827407,41.13020985852781
17,1,0,0,19.48577744487204,32.973184396650076
21,0,0,0,10.541972947659982,19.229022834480766
11,0,0,0,11.354027596290573,30.615522971030792
16,0,0,0,32.24181063862969,26.872388865514928
15,1,0,0,7.284004321541142,37.326276149922776
14,0,0,0,24.991483983195934,31.336858902336022
13,1,1,0,28.094798322846586,27.882135594761866
16,0,0,0,15.049770531762181,41.878354015823305
16,0,0,0,29.803316871236454,34.330562710922784
15,1,0,0,14.5423723261473,27.46525402419826
7,1,0,0,21.183001301083582,24.01704926663856
11,1,0,0,33.08976573709544,29.805743674259958
14,3,0,1,5.046946918739636,24.0110354796815
13,1,0,0,14.649877622590267,30.744794550570695
17,3,0,0,28.957551596729324,35.55560523963252
5,1,0,0,35.52390268923161,27.060669996666174
6,0,0,0,9.026684993985727,27.328242890488873
10,2,0,0,24.126908083532086,22.388785302725413
12,0,0,0,13.995937016315429,22.724451469392392
7,0,0,0,19.231986577171657,23.999000208559284
18,0,0,0,28.052202358931595,31.150563726093022
13,1,0,0,34.378460369391156,26.569977602885324
14,1,0,0,1.7861614096973106,42.31779238028863
16,2,0,0,20.816696969921093,29.04323837828018
14,1,0,0,29.096112811836203,30.06234925735165
14,1,0,0,33.532906821757756,40.43087107763719
11,0,0,0,17.14051053282907,29.029004350106426
12,1,0,1,25.290102177886556,38.872263688375845
15,1,1,0,14.251184363375966,33.47146166825664
8,0,1,1,9.014008280404202,22.22480960181174
20,4,0,0,14.002474195982533,38.833203698841814
17,1,0,0,16.004089888941575,22.016151285963275
17,1,0,0,29.496277707156796,44.04147633033611
8,1,0,0,2.3618504577858133,27.94464143891602
6,0,0,0,8.152022984643718,24.56013430680253
16,2,0,0,17.795611962226413,23.5685515407391
17,0,0,0,18.32332582102213,33.479508307059525
3,2,0,0,23.44485476934707,23.439813878368
9,1,0,0,30.286480554098883,27.89540978746537
7,2,0,0,5.737368490021968,40.82016638603212
12,1,0,0,18.851031542705588,27.40421297317111
20,2,0,0,14.584833195592594,33.92432920636383
20,1,0,0,13.475047593941255,27.789453480953508
17,2,0,0,16.889479283945157,31.139133285371813
14,1,0,0,13.052406533985016,24.242797977931406
19,0,0,0,32.526216226587245,30.12704425091166
13,0,0,0,31.392983214245778,21.557998926563506
12,1,1,0,26.517177762845524,20.100332689260007
12,1,0,0,21.944127804740955,45.40072604304224
19,0,0,0,15.975820155423168,31.802647121110706
14,1,0,1,22.725101169024565,36.699892620869534
7,2,0,0,23.902975196786883,31.44463164929284
19,1,0,0,35.24535805851147,25.481471143745246
14,1,0,0,42.296809332356,24.765072583808454
18,0,0,0,17.596864604428507,28.07599426192784
15,0,0,1,15.990492937039551,42.59616814746168
13,0,0,0,-10.995911540982817,30.202560815670054
15,0,0,0,18.332035667256427,25.67576611983545
10,1,0,1,-0.7117100435968382,27.929235208177715
14,1,0,0,14.99739988618153,34.83904558251895
18,0,0,1,16.796374577130543,27.541922024305464
13,2,0,0,34.611806254802616,36.77704218038183
7,1,0,0,18.476408106835876,47.41296991592465
10,0,0,0,30.410777372190086,26.763836508164
5,2,0,0,11.991453929595991,39.90691973746474
19,0,0,0,19.930526058191468,25.02926830556334
18,1,0,0,3.732795897141415,22.080539822909458
9,1,0,0,17.982112299256936,37.92701199251789
13,1,0,0,27.232513391143122,27.237788564646007
10,0,0,0,44.36967750924785,24.08374505554421
11,1,0,0,31.145347930931557,31.849048530333633
22,0,0,0,-5.081715831693302,27.125645915435214
19,1,0,1,7.661963303018908,44.66424158008191
12,0,0,0,23.16294169785824,35.206485881000795
16,0,0,0,15.472265374259681,22.037675271600058
17,0,0,0,-0.42172071908883524,34.379980519042206
15,1,0,0,9.870178516176898,27.16703192158858
16,1,0,0,27.970840186401734,25.23151487838642
17,1,0,0,20.799442483755445,33.53549197281404
12,0,0,0,8.703891660376302,23.59747679980542
14,1,0,0,13.117695823149957,14.959353984590155
17,0,0,1,6.92615995592509,31.458421577407172
16,2,0,0,13.052932854633427,32.527874571553546
17,2,0,0,15.269001166402663,27.719729122434977
12,2,0,0,29.531540949056744,40.93093259241342
13,3,0,0,21.473087235795525,23.629012141024454
10,0,0,0,15.02724611139799,22.91085047497925
13,1,0,0,13.142284680948585,40.045516399175895
17,1,0,0,52.83229259237561,26.42197413467826
6,3,0,0,25.621153132494094,38.33407648367687
17,0,0,0,28.681250936025435,27.78293207312502
16,0,0,0,11.085395545197262,18.651876884138076
15,1,0,0,9.189855103434745,24.326809515307616
15,0,0,0,19.293639442054683,29.14399350720904
11,0,0,0,21.805802448433674,32.92669192620981
11,0,0,0,17.58689557775476,32.18766091725906
16,0,0,0,24.035217092830855,27.944333225424224
13,2,0,0,35.05077869667282,32.30331115817177
13,1,0,0,22.94093450727363,18.66360538241043
14,1,0,0,28.387972136184004,11.528917323165686
21,1,0,0,30.720156935522233,44.39439370067593
7,1,0,0,7.174804097723882,24.347450976595802
20,1,0,0,27.744624390310953,20.7910656456092
10,2,0,0,18.582483328873572,20.74185129999772
3,3,1,0,10.870743696372138,19.350936189719548
19,0,0,0,18.009628457675685,51.87152213524071
20,3,0,0,28.6592902076406,29.11390900810641
11,1,0,0,17.698162321947216,31.054052384279224
14,0,0,0,-4.9961424825405985,23.582047790190266
19,0,0,0,21.67872137101008,34.27157993348092
15,0,0,0,6.605459041504345,40.56808914899733
12,0,0,0,48.743993427414765,30.130689529368922
11,1,0,0,12.666748522785195,43.15609805850017
9,1,0,0,35.828765514778986,43.100194326351684
5,3,0,0,25.48896312883018,19.844337906849933
8,1,0,0,15.461955533344124,36.649868368828685
3,4,0,0,26.276565005418647,33.33271455024339
9,2,0,0,24.36684764308081,37.995509888544454
13,1,0,0,17.971541798015625,35.24666028661612
10,1,0,0,32.877909677194395,22.318859664941595
13,2,0,0,7.6512029029178485,23.30156097888757
17,0,0,0,19.738598053288314,19.574187546514416
11,1,0,0,14.610558332844485,46.317767638777596
11,0,0,0,31.060143847243936,24.165116689387332
15,1,1,0,36.118966568347304,34.42231980112592
12,0,0,0,16.225492811382836,24.192946815112233
15,0,0,1,24.781125906706762,35.017619053870824
6,1,0,0,19.830559421399613,34.47954508861702
18,2,0,0,17.23101684660404,39.7290807517349
17,0,1,1,29.98009759199102,38.19728440752971
20,1,0,0,23.578340132757898,20.577287360709093
14,0,0,0,25.374211114450457,34.963166438669305
17,0,0,0,16.263450082506644,30.184129602069255
18,0,0,0,15.29961018100025,27.285411948733984
10,2,0,0,31.22581279880161,32.12763805752298
16,3,0,0,31.671969430287035,22.979545716029122
15,1,0,0,20.619836198958243,25.27652799381328
13,0,0,0,7.6470604633723305,20.961983082303085
17,1,0,0,20.519635559044616,28.912647967126478
19,0,0,0,11.01780364215282,42.55968320231201
11,0,0,0,6.823665727421783,28.105977101835464
16,1,0,0,13.079946449727863,16.446577869247687
15,0,0,0,6.68358163973747,30.76094083999075
9,2,0,0,3.4956562098121324,32.32417550500445
17,1,0,0,31.60682938315609,33.758442739086576
9,1,0,1,19.36589492207909,36.7232988950934
14,0,0,0,14.57059762176079,33.11242732563481
10,0,0,0,19.328188920725143,34.58084988590771
17,2,0,0,22.800210706472626,38.32155072531843
18,1,0,0,7.129323423148508,18.754759549526906
20,1,0,0,30.323165628254948,37.26985329889273
18,1,0,0,30.550160247596587,26.230155200391515
16,1,0,0,35.32398443916516,32.48392276197385
7,2,0,0,9.872593872249647,30.130486281267114
14,1,0,1,8.451402662117623,23.55021238854966
18,0,0,0,37.558985311455565,31.59617739919463
20,0,0,1,17.23142573071506,28.49229059649207
1,1,0,0,57.40073742286398,42.03085748890449
14,0,0,0,33.192443335570005,36.359097340373694
13,1,0,0,16.355254986291772,33.98411239608763
18,0,0,0,22.374798354093805,35.899781826588196
11,1,0,0,31.74887254508772,30.970657982106243
6,1,0,0,18.64964936922514,18.41211332956872
8,1,0,0,6.991853621499553,35.545893890284056
17,1,0,0,3.9366437003351393,21.08041092191265
15,1,0,0,21.977571433354797,14.85467382004392
12,1,0,0,24.259445603851546,35.5725463789502
10,0,0,0,30.726301272184458,34.39650180041421
13,1,0,0,11.403183535344079,23.627248847017718
14,1,0,0,17.59725597874634,37.37760976087151
24,0,0,0,8.134813926510557,31.108233977062287
10,2,0,0,-0.24345945464109064,40.649147530431755
21,2,0,0,40.220706438067396,32.95917612419316
19,0,0,0,24.389229563911005,17.81094853778556
15,1,0,0,21.04580377772043,26.141699716039994
10,3,0,0,20.0851032856984,15.310801216885155
16,0,0,0,14.801531284166325,28.625681862140315
13,1,0,0,15.487778487333307,29.481138893233506
12,0,0,0,25.205816464014028,35.59686925183105
21,1,0,0,26.00315667270141,28.6344672098957
12,1,0,1,22.12817877993604,24.200610211007355
9,1,0,0,27.040549078636182,29.04502923291519
16,1,0,0,3.0628381943487923,27.727512159502265
9,0,0,0,31.192540723935174,22.891100712573337
16,0,1,0,30.835399415023808,48.17444636319769
17,2,0,0,29.06306546092609,44.896595421947474
5,0,0,0,13.22814999981651,33.88911296160087
17,1,0,0,24.348331491430287,15.460832171407072
15,0,0,0,48.355490629711966,37.23423017382788
20,1,0,0,23.07779489320467,39.77566583076874
17,1,1,0,16.65560942411955,26.806730924248637
12,1,0,0,31.705527710139812,16.01151682519668
12,0,0,1,17.18458396653546,22.34727040480808
23,1,0,0,12.53440967400412,26.542500160338165
18,1,0,1,20.55819093856739,39.77016303773901
11,0,0,0,16.601249322726385,17.686620753233186
13,0,0,0,-1.19781809034356,28.845942382271552
14,3,0,0,15.435746425663368,42.39769443187359
10,0,0,0,28.532554742721878,25.02079946225605
16,1,0,0,-1.3336530359041951,28.063242786896677
15,0,0,0,15.814452419142466,38.3196467519752
15,0,0,0,22.76603870556851,35.59701279968322
10,4,0,0,17.831631439284447,26.544366272128844
14,3,0,0,6.140172261103542,27.074054039133944
13,0,0,0,10.042043943993054,32.81110919291087
18,2,0,0,19.53450727988389,44.13650520727198
8,1,0,0,29.428178072539318,32.70246997826668
12,2,0,0,15.526418736965807,29.634387791892213
10,3,0,0,26.0021374923353,30.72652764727761
5,1,0,1,9.332370022187359,36.70283666806008
14,1,0,0,12.814731475526132,36.4806400078601
11,3,0,0,0.178062115716628,30.758491980500835
20,3,0,0,14.246579621701484,26.194933004349767
13,1,0,0,14.570627462840271,28.122180125691134
13,1,0,0,23.22861403115125,30.099179025788384
16,0,0,0,11.222207507853406,18.83949433034787
18,2,0,0,18.973953456262002,53.76120824539139
3,0,0,0,22.213954656419318,20.976606581682844
13,2,0,0,33.849920150195516,25.767990915877434
12,1,0,0,26.378336582898495,41.481966276115976
12,1,1,0,28.078719298859017,41.585602997980246
14,0,0,0,15.844717428186915,27.648665606037248
11,1,0,0,23.981723863875757,42.635891404485626
16,0,0,1,25.208010950110193,37.47030385613146
10,0,0,0,6.033488715769346,39.05587860155537
13,1,1,0,32.48816008162021,18.016712836971525
13,0,1,0,27.515941189686774,37.988841103934725
7,0,0,0,30.811246174006236,30.341610782558124
18,0,0,0,21.23986086897621,39.65937556638941
11,0,0,0,23.620620982635586,13.342472227287544
12,1,0,0,29.089447267946177,28.6986086459484
10,3,0,0,14.810861092603666,32.21861291422661
11,1,0,0,19.51513240376215,28.851486895323433
20,2,0,0,2.1341843581120266,34.29942429095734
13,0,0,0,19.970994162552152,46.32078222985602
14,3,0,0,24.588752719921253,30.76274005342469
8,1,0,0,22.73164330466094,27.630023559568848
14,3,0,0,26.2718568087929,30.666325329758333
9,3,0,0,23.69624875468959,42.17859187772885
16,0,0,0,16.068303453248745,18.172647370934683
14,0,0,0,28.86878297593768,14.685349084838652
12,1,0,0,16.662960256859556,35.26824755276593
11,1,0,0,20.60487198138642,17.358339752278276
15,1,0,0,21.468978784071552,29.000648638229347
5,1,0,0,32.34091905394078,34.828321644633846
10,4,0,0,4.986628331938194,43.29967139664104
12,1,0,0,1.1365016661245662,31.773462009969357
10,1,0,0,27.283389275538642,34.00562363342015
12,2,0,0,24.471898959079763,27.15651539570707
16,2,0,0,25.61175637134899,24.826834222055993
17,1,1,0,31.646411541153995,38.2512136732202
15,2,0,0,13.73334702447118,40.31138172646081
16,0,0,0,2.0965479589742415,45.613673069181296
18,1,0,0,18.364724646308645,30.62802045858484
11,1,0,0,16.84101308604601,40.936906546296555
13,0,0,0,23.353878960897234,26.67339800089481
13,1,0,0,33.21694611185049,33.00134793870035
10,1,0,1,27.75676529591204,16.460589035878154
18,0,0,0,24.74509214659134,28.28630502662049
10,0,0,1,37.283461593587546,17.953552297599785
14,0,0,0,25.508794906955153,36.330748287803765
14,1,0,0,10.342209487557879,31.243926648633728
5,1,0,1,12.159149458788022,30.95438400069238
13,0,0,0,15.185080507675575,28.206958162909064
10,1,0,0,39.0442401239662,24.366704391798855
10,0,0,0,9.230758011549574,20.910224425945817
15,1,0,0,16.21058665077517,14.89371707358287
15,0,0,0,24.78906716618434,37.109067199886454
16,1,1,0,6.906993620174823,29.048138896775185
6,2,0,0,14.947444876118679,34.9960949317888
11,2,0,0,28.545196314458455,40.89035250532174
14,1,0,0,17.41896045768989,25.79515934430888
15,0,0,0,19.447519902959833,21.843965589446462
13,0,0,0,29.075819450044378,39.139828475962744
8,0,0,0,18.203399932097334,21.235290716667887
12,1,0,0,21.54153087601971,35.736371518321874
16,2,0,0,18.902672366989194,27.190275037833683
15,0,0,0,19.251296691103228,22.631346967061
14,1,0,0,19.659349550451637,17.859351216098055
14,1,0,0,26.9117004850793,20.673500742009793
15,1,0,0,17.848700568907443,41.01315488107187
15,0,0,0,20.510584650201903,21.50146398567247
12,1,0,0,14.666791694820862,24.347104125227943
16,2,0,0,15.738649663988815,35.26814716181994
12,2,0,0,19.29558053422272,39.24392805763375
9,1,0,1,7.352238717568277,31.276095080483937
17,0,0,0,33.50884184045417,14.142245070547826
15,2,0,0,8.512324627477568,24.89706428246506
10,2,0,0,32.340216411945754,12.550155439926169
14,1,0,0,18.763111871285506,32.91661643229421
10,1,0,1,34.11091069380315,27.22150116381807
12,1,0,1,23.534835839067547,33.504917957854836
13,3,0,0,9.520841240216761,27.95991513333669
20,1,0,0,5.378349879281139,33.91620417262796
18,3,0,0,15.757802141073363,27.01979525556967
8,1,0,0,22.00558982002425,36.40749858403768
12,0,0,0,29.477684573318744,14.01776276266219
